      t(s)           x(m)           y(m)
   8.70000        9.61898        1.35791
   8.71000        9.61809        1.35943
   8.72000        9.61721        1.36095
   8.73000        9.61632        1.36247
   8.74000        9.61543        1.36399
   8.75000        9.61454        1.36551
   8.76000        9.61366        1.36702
   8.77000        9.61277        1.36854
   8.78000        9.61187        1.37006
   8.79000        9.61098        1.37158
   8.80000        9.61009        1.37310
   8.81000        9.60919        1.37461
   8.82000        9.60830        1.37613
   8.83000        9.60740        1.37765
   8.84000        9.60650        1.37917
   8.85000        9.60561        1.38068
   8.86000        9.60471        1.38220
   8.87000        9.60380        1.38372
   8.88000        9.60290        1.38523
   8.89000        9.60200        1.38675
   8.90000        9.60110        1.38827
   8.91000        9.60019        1.38978
   8.92000        9.59928        1.39130
   8.93000        9.59838        1.39281
   8.94000        9.59747        1.39433
   8.95000        9.59656        1.39585
   8.96000        9.59565        1.39736
   8.97000        9.59474        1.39888
   8.98000        9.59383        1.40039
   8.99000        9.59291        1.40191
   9.00000        9.59200        1.40342
   9.01000        9.59108        1.40494
   9.02000        9.59017        1.40645
   9.03000        9.58925        1.40796
   9.04000        9.58833        1.40948
   9.05000        9.58741        1.41099
   9.06000        9.58649        1.41251
   9.07000        9.58557        1.41402
   9.08000        9.58464        1.41553
   9.09000        9.58372        1.41705
   9.10000        9.58280        1.41856
   9.11000        9.58187        1.42007
   9.12000        9.58094        1.42159
   9.13000        9.58001        1.42310
   9.14000        9.57908        1.42461
   9.15000        9.57815        1.42612
   9.16000        9.57722        1.42764
   9.17000        9.57629        1.42915
   9.18000        9.57536        1.43066
   9.19000        9.57442        1.43217
   9.20000        9.57349        1.43368
   9.21000        9.57255        1.43519
   9.22000        9.57161        1.43671
   9.23000        9.57067        1.43822
   9.24000        9.56973        1.43973
   9.25000        9.56879        1.44124
   9.26000        9.56785        1.44275
   9.27000        9.56691        1.44426
   9.28000        9.56596        1.44577
   9.29000        9.56502        1.44728
   9.30000        9.56407        1.44879
   9.31000        9.56313        1.45030
   9.32000        9.56218        1.45181
   9.33000        9.56123        1.45332
   9.34000        9.56028        1.45483
   9.35000        9.55933        1.45634
   9.36000        9.55837        1.45785
   9.37000        9.55742        1.45936
   9.38000        9.55647        1.46087
   9.39000        9.55551        1.46237
   9.40000        9.55455        1.46388
   9.41000        9.55360        1.46539
   9.42000        9.55264        1.46690
   9.43000        9.55168        1.46841
   9.44000        9.55072        1.46991
   9.45000        9.54975        1.47142
   9.46000        9.54879        1.47293
   9.47000        9.54783        1.47444
   9.48000        9.54686        1.47594
   9.49000        9.54590        1.47745
   9.50000        9.54493        1.47896
   9.51000        9.54396        1.48046
   9.52000        9.54299        1.48197
   9.53000        9.54202        1.48348
   9.54000        9.54105        1.48498
   9.55000        9.54008        1.48649
   9.56000        9.53910        1.48800
   9.57000        9.53813        1.48950
   9.58000        9.53715        1.49101
   9.59000        9.53618        1.49251
   9.60000        9.53520        1.49402
   9.61000        9.53422        1.49552
   9.62000        9.53324        1.49703
   9.63000        9.53226        1.49853
   9.64000        9.53128        1.50004
   9.65000        9.53029        1.50154
   9.66000        9.52931        1.50304
   9.67000        9.52832        1.50455
   9.68000        9.52734        1.50605
   9.69000        9.52635        1.50756
   9.70000        9.52536        1.50906
   9.71000        9.52437        1.51056
   9.72000        9.52338        1.51207
   9.73000        9.52239        1.51357
   9.74000        9.52140        1.51507
   9.75000        9.52040        1.51657
   9.76000        9.51941        1.51808
   9.77000        9.51841        1.51958
   9.78000        9.51741        1.52108
   9.79000        9.51642        1.52258
   9.80000        9.51542        1.52408
   9.81000        9.51442        1.52559
   9.82000        9.51342        1.52709
   9.83000        9.51241        1.52859
   9.84000        9.51141        1.53009
   9.85000        9.51041        1.53159
   9.86000        9.50940        1.53309
   9.87000        9.50839        1.53459
   9.88000        9.50739        1.53609
   9.89000        9.50638        1.53759
   9.90000        9.50537        1.53909
   9.91000        9.50436        1.54059
   9.92000        9.50335        1.54209
   9.93000        9.50233        1.54359
   9.94000        9.50132        1.54509
   9.95000        9.50030        1.54659
   9.96000        9.49929        1.54809
   9.97000        9.49827        1.54959
   9.98000        9.49725        1.55109
   9.99000        9.49623        1.55259
  10.00000        9.49521        1.55408
  10.01000        9.49419        1.55558
  10.02000        9.49317        1.55708
  10.03000        9.49214        1.55858
  10.04000        9.49112        1.56008
  10.05000        9.49009        1.56157
  10.06000        9.48907        1.56307
  10.07000        9.48804        1.56457
  10.08000        9.48701        1.56607
  10.09000        9.48598        1.56756
  10.10000        9.48495        1.56906
  10.11000        9.48392        1.57056
  10.12000        9.48288        1.57205
  10.13000        9.48185        1.57355
  10.14000        9.48081        1.57504
  10.15000        9.47978        1.57654
  10.16000        9.47874        1.57803
  10.17000        9.47770        1.57953
  10.18000        9.47666        1.58103
  10.19000        9.47562        1.58252
  10.20000        9.47458        1.58402
  10.21000        9.47354        1.58551
  10.22000        9.47249        1.58700
  10.23000        9.47145        1.58850
  10.24000        9.47040        1.58999
  10.25000        9.46936        1.59149
  10.26000        9.46831        1.59298
  10.27000        9.46726        1.59447
  10.28000        9.46621        1.59597
  10.29000        9.46516        1.59746
  10.30000        9.46410        1.59895
  10.31000        9.46305        1.60045
  10.32000        9.46200        1.60194
  10.33000        9.46094        1.60343
  10.34000        9.45988        1.60492
  10.35000        9.45883        1.60642
  10.36000        9.45777        1.60791
  10.37000        9.45671        1.60940
  10.38000        9.45565        1.61089
  10.39000        9.45458        1.61238
  10.40000        9.45352        1.61387
  10.41000        9.45246        1.61537
  10.42000        9.45139        1.61686
  10.43000        9.45032        1.61835
  10.44000        9.44926        1.61984
  10.45000        9.44819        1.62133
  10.46000        9.44712        1.62282
  10.47000        9.44605        1.62431
  10.48000        9.44498        1.62580
  10.49000        9.44390        1.62729
  10.50000        9.44283        1.62878
  10.51000        9.44176        1.63027
  10.52000        9.44068        1.63175
  10.53000        9.43960        1.63324
  10.54000        9.43852        1.63473
  10.55000        9.43744        1.63622
  10.56000        9.43636        1.63771
  10.57000        9.43528        1.63920
  10.58000        9.43420        1.64068
  10.59000        9.43312        1.64217
  10.60000        9.43203        1.64366
  10.61000        9.43095        1.64515
  10.62000        9.42986        1.64663
  10.63000        9.42877        1.64812
  10.64000        9.42768        1.64961
  10.65000        9.42659        1.65109
  10.66000        9.42550        1.65258
  10.67000        9.42441        1.65407
  10.68000        9.42332        1.65555
  10.69000        9.42222        1.65704
  10.70000        9.42113        1.65852
  10.71000        9.42003        1.66001
  10.72000        9.41893        1.66150
  10.73000        9.41783        1.66298
  10.74000        9.41674        1.66447
  10.75000        9.41563        1.66595
  10.76000        9.41453        1.66743
  10.77000        9.41343        1.66892
  10.78000        9.41233        1.67040
  10.79000        9.41122        1.67189
  10.80000        9.41011        1.67337
  10.81000        9.40901        1.67485
  10.82000        9.40790        1.67634
  10.83000        9.40679        1.67782
  10.84000        9.40568        1.67930
  10.85000        9.40457        1.68079
  10.86000        9.40346        1.68227
  10.87000        9.40234        1.68375
  10.88000        9.40123        1.68523
  10.89000        9.40011        1.68672
  10.90000        9.39899        1.68820
  10.91000        9.39788        1.68968
  10.92000        9.39676        1.69116
  10.93000        9.39564        1.69264
  10.94000        9.39452        1.69412
  10.95000        9.39339        1.69560
  10.96000        9.39227        1.69708
